Household_ID;AffectsTimePoint;Group;Timestamp;kWh_received_Total;kWh_received_HeatPump;kWh_received_Other
5657284;unknown;control;2019-12-21 23:00:00+00:00;2.196;0.606;1.59
5657284;unknown;control;2019-12-21 23:15:00+00:00;1.724;0.008;1.716
5657284;unknown;control;2019-12-21 23:30:00+00:00;2.241;0.61;1.631
5657284;unknown;control;2019-12-21 23:45:00+00:00;1.592;0.028;1.564
5657284;unknown;control;2019-12-22 00:00:00+00:00;1.865;0.334;1.531
5657284;unknown;control;2019-12-22 00:15:00+00:00;1.861;0.301;1.56
5657284;unknown;control;2019-12-22 00:30:00+00:00;1.521;0.033;1.488
5657284;unknown;control;2019-12-22 00:45:00+00:00;2.111;0.625;1.486
5657284;unknown;control;2019-12-22 01:00:00+00:00;1.488;0.007;1.481
5657284;unknown;control;2019-12-22 01:15:00+00:00;2.142;0.633;1.509
5657284;unknown;control;2019-12-22 01:30:00+00:00;1.575;0.008;1.567
5657284;unknown;control;2019-12-22 01:45:00+00:00;2.102;0.58;1.522
5657284;unknown;control;2019-12-22 02:00:00+00:00;1.367;0.388;0.979
5657284;unknown;control;2019-12-22 02:15:00+00:00;0.261;0.02;0.241
5657284;unknown;control;2019-12-22 02:30:00+00:00;1.215;0.942;0.273
5657284;unknown;control;2019-12-22 02:45:00+00:00;0.166;0.008;0.158
5657284;unknown;control;2019-12-22 03:00:00+00:00;0.632;0.499;0.133
5657284;unknown;control;2019-12-22 03:15:00+00:00;0.476;0.358;0.118
5657284;unknown;control;2019-12-22 03:30:00+00:00;0.252;0.034;0.218
5657284;unknown;control;2019-12-22 03:45:00+00:00;1.764;0.778;0.986
5657284;unknown;control;2019-12-22 04:00:00+00:00;1.296;0.008;1.288
5657284;unknown;control;2019-12-22 04:15:00+00:00;0.918;0.744;0.174
5657284;unknown;control;2019-12-22 04:30:00+00:00;0.255;0.092;0.163
5657284;unknown;control;2019-12-22 04:45:00+00:00;0.48;0.263;0.217
5657284;unknown;control;2019-12-22 05:00:00+00:00;0.85;0.587;0.263
5657284;unknown;control;2019-12-22 05:15:00+00:00;0.23;0.008;0.222
5657284;unknown;control;2019-12-22 05:30:00+00:00;1.049;0.858;0.191
5657284;unknown;control;2019-12-22 05:45:00+00:00;0.207;0.008;0.199
5657284;unknown;control;2019-12-22 06:00:00+00:00;0.708;0.497;0.211
5657284;unknown;control;2019-12-22 06:15:00+00:00;0.634;0.41;0.224
5657284;unknown;control;2019-12-22 06:30:00+00:00;0.224;0.02;0.204
5657284;unknown;control;2019-12-22 06:45:00+00:00;0.979;0.847;0.132
5657284;unknown;control;2019-12-22 07:00:00+00:00;0.175;0.008;0.167
5657284;unknown;control;2019-12-22 07:15:00+00:00;0.892;0.668;0.224
5657284;unknown;control;2019-12-22 07:30:00+00:00;0.367;0.123;0.244
5657284;unknown;control;2019-12-22 07:45:00+00:00;0.502;0.185;0.317
5657284;unknown;control;2019-12-22 08:00:00+00:00;1.26;0.639;0.621
5657284;unknown;control;2019-12-22 08:15:00+00:00;0.682;0.008;0.674
5657284;unknown;control;2019-12-22 08:30:00+00:00;1.22;0.779;0.441
5657284;unknown;control;2019-12-22 08:45:00+00:00;0.29;0.01;0.28
5657284;unknown;control;2019-12-22 09:00:00+00:00;0.582;0.418;0.164
5657284;unknown;control;2019-12-22 09:15:00+00:00;0.54;0.378;0.162
5657284;unknown;control;2019-12-22 09:30:00+00:00;0.18;0.019;0.161
5657284;unknown;control;2019-12-22 09:45:00+00:00;0.872;0.728;0.144
5657284;unknown;control;2019-12-22 10:00:00+00:00;0.184;0.007;0.177
5657284;unknown;control;2019-12-22 10:15:00+00:00;1.309;0.721;0.588
5657284;unknown;control;2019-12-22 10:30:00+00:00;0.804;0.035;0.769
5657284;unknown;control;2019-12-22 10:45:00+00:00;0.848;0.335;0.513
5657284;unknown;control;2019-12-22 11:00:00+00:00;0.734;0.422;0.312
5657284;unknown;control;2019-12-22 11:15:00+00:00;0.263;0.02;0.243
5657284;unknown;control;2019-12-22 11:30:00+00:00;0.91;0.685;0.225
5657284;unknown;control;2019-12-22 11:45:00+00:00;0.227;0.008;0.219
5657284;unknown;control;2019-12-22 12:00:00+00:00;1.324;0.707;0.617
5657284;unknown;control;2019-12-22 12:15:00+00:00;0.759;0.03;0.729
5657284;unknown;control;2019-12-22 12:30:00+00:00;1.209;0.342;0.867
5657284;unknown;control;2019-12-22 12:45:00+00:00;0.993;0.391;0.602
5657284;unknown;control;2019-12-22 13:00:00+00:00;0.454;0.02;0.434
5657284;unknown;control;2019-12-22 13:15:00+00:00;1.075;0.693;0.382
5657284;unknown;control;2019-12-22 13:30:00+00:00;0.466;0.008;0.458
5657284;unknown;control;2019-12-22 13:45:00+00:00;1.133;0.675;0.458
5657284;unknown;control;2019-12-22 14:00:00+00:00;0.389;0.024;0.365
5657284;unknown;control;2019-12-22 14:15:00+00:00;0.724;0.424;0.3
5657284;unknown;control;2019-12-22 14:30:00+00:00;0.958;0.311;0.647
5657284;unknown;control;2019-12-22 14:45:00+00:00;0.926;0.034;0.892
5657284;unknown;control;2019-12-22 15:00:00+00:00;1.141;0.701;0.44
5657284;unknown;control;2019-12-22 15:15:00+00:00;0.459;0.008;0.451
5657284;unknown;control;2019-12-22 15:30:00+00:00;1.445;0.704;0.741
5657284;unknown;control;2019-12-22 15:45:00+00:00;0.469;0.01;0.459
5657284;unknown;control;2019-12-22 16:00:00+00:00;0.935;0.419;0.516
5657284;unknown;control;2019-12-22 16:15:00+00:00;1.229;0.325;0.904
5657284;unknown;control;2019-12-22 16:30:00+00:00;0.624;0.033;0.591
5657284;unknown;control;2019-12-22 16:45:00+00:00;1.291;0.7;0.591
5657284;unknown;control;2019-12-22 17:00:00+00:00;0.721;0.008;0.713
5657284;unknown;control;2019-12-22 17:15:00+00:00;1.387;0.741;0.646
5657284;unknown;control;2019-12-22 17:30:00+00:00;1.113;0.019;1.094
5657284;unknown;control;2019-12-22 17:45:00+00:00;1.617;0.421;1.196
5657284;unknown;control;2019-12-22 18:00:00+00:00;1.844;0.361;1.483
5657284;unknown;control;2019-12-22 18:15:00+00:00;0.899;0.034;0.865
5657284;unknown;control;2019-12-22 18:30:00+00:00;1.207;0.752;0.455
5657284;unknown;control;2019-12-22 18:45:00+00:00;0.335;0.008;0.327
5657284;unknown;control;2019-12-22 19:00:00+00:00;1.855;0.725;1.13
5657284;unknown;control;2019-12-22 19:15:00+00:00;0.587;0.035;0.552
5657284;unknown;control;2019-12-22 19:30:00+00:00;0.777;0.335;0.442
5657284;unknown;control;2019-12-22 19:45:00+00:00;0.848;0.431;0.417
5657284;unknown;control;2019-12-22 20:00:00+00:00;0.441;0.021;0.42
5657284;unknown;control;2019-12-22 20:15:00+00:00;1.296;0.763;0.533
5657284;unknown;control;2019-12-22 20:30:00+00:00;0.314;0.008;0.306
5657284;unknown;control;2019-12-22 20:45:00+00:00;1.036;0.717;0.319
5657284;unknown;control;2019-12-22 21:00:00+00:00;0.328;0.033;0.295
5657284;unknown;control;2019-12-22 21:15:00+00:00;0.709;0.342;0.367
5657284;unknown;control;2019-12-22 21:30:00+00:00;0.494;0.164;0.33
5657284;unknown;control;2019-12-22 21:45:00+00:00;0.595;0.185;0.41
5657284;unknown;control;2019-12-22 22:00:00+00:00;0.826;0.376;0.45
5657284;unknown;control;2019-12-22 22:15:00+00:00;0.714;0.02;0.694
5657284;unknown;control;2019-12-22 22:30:00+00:00;0.822;0.579;0.243
5657284;unknown;control;2019-12-22 22:45:00+00:00;1.556;0.008;1.548
5657284;unknown;control;2019-12-22 23:00:00+00:00;2.181;0.6;1.581
5657284;unknown;control;2019-12-22 23:15:00+00:00;1.966;0.008;1.958
5657284;unknown;control;2019-12-22 23:30:00+00:00;2.283;0.57;1.713
5657284;unknown;control;2019-12-22 23:45:00+00:00;1.502;0.02;1.482
5657284;unknown;control;2019-12-23 00:00:00+00:00;1.917;0.416;1.501
5657284;unknown;control;2019-12-23 00:15:00+00:00;1.738;0.198;1.54
5657284;unknown;control;2019-12-23 00:30:00+00:00;1.7;0.177;1.523
5657284;unknown;control;2019-12-23 00:45:00+00:00;1.947;0.459;1.488
5657284;unknown;control;2019-12-23 01:00:00+00:00;1.53;0.008;1.522
5657284;unknown;control;2019-12-23 01:15:00+00:00;2.212;0.635;1.577
5657284;unknown;control;2019-12-23 01:30:00+00:00;1.576;0.008;1.568
5657284;unknown;control;2019-12-23 01:45:00+00:00;2.248;0.73;1.518
5657284;unknown;control;2019-12-23 02:00:00+00:00;1.694;0.189;1.505
5657284;unknown;control;2019-12-23 02:15:00+00:00;1.727;0.178;1.549
5657284;unknown;control;2019-12-23 02:30:00+00:00;2.324;0.696;1.628
5657284;unknown;control;2019-12-23 02:45:00+00:00;0.422;0.008;0.414
5657284;unknown;control;2019-12-23 03:00:00+00:00;0.987;0.815;0.172
5657284;unknown;control;2019-12-23 03:15:00+00:00;0.171;0.037;0.134
5657284;unknown;control;2019-12-23 03:30:00+00:00;0.577;0.34;0.237
5657284;unknown;control;2019-12-23 03:45:00+00:00;0.647;0.501;0.146
5657284;unknown;control;2019-12-23 04:00:00+00:00;0.144;0.008;0.136
5657284;unknown;control;2019-12-23 04:15:00+00:00;1.279;0.82;0.459
5657284;unknown;control;2019-12-23 04:30:00+00:00;1.538;0.008;1.53
5657284;unknown;control;2019-12-23 04:45:00+00:00;0.824;0.581;0.243
5657284;unknown;control;2019-12-23 05:00:00+00:00;0.489;0.244;0.245
5657284;unknown;control;2019-12-23 05:15:00+00:00;0.359;0.106;0.253
5657284;unknown;control;2019-12-23 05:30:00+00:00;1.016;0.737;0.279
5657284;unknown;control;2019-12-23 05:45:00+00:00;0.343;0.008;0.335
5657284;unknown;control;2019-12-23 06:00:00+00:00;1.105;0.822;0.283
5657284;unknown;control;2019-12-23 06:15:00+00:00;0.303;0.041;0.262
5657284;unknown;control;2019-12-23 06:30:00+00:00;0.578;0.342;0.236
5657284;unknown;control;2019-12-23 06:45:00+00:00;0.73;0.489;0.241
5657284;unknown;control;2019-12-23 07:00:00+00:00;0.253;0.008;0.245
5657284;unknown;control;2019-12-23 07:15:00+00:00;1.907;0.83;1.077
5657284;unknown;control;2019-12-23 07:30:00+00:00;1.206;0.008;1.198
5657284;unknown;control;2019-12-23 07:45:00+00:00;1.626;0.581;1.045
5657284;unknown;control;2019-12-23 08:00:00+00:00;1.354;0.284;1.07
5657284;unknown;control;2019-12-23 08:15:00+00:00;1.196;0.104;1.092
5657284;unknown;control;2019-12-23 08:30:00+00:00;1.762;0.715;1.047
5657284;unknown;control;2019-12-23 08:45:00+00:00;0.817;0.007;0.81
5657284;unknown;control;2019-12-23 09:00:00+00:00;0.912;0.784;0.128
5657284;unknown;control;2019-12-23 09:15:00+00:00;0.193;0.03;0.163
5657284;unknown;control;2019-12-23 09:30:00+00:00;0.477;0.335;0.142
5657284;unknown;control;2019-12-23 09:45:00+00:00;0.844;0.467;0.377
5657284;unknown;control;2019-12-23 10:00:00+00:00;0.282;0.007;0.275
5657284;unknown;control;2019-12-23 10:15:00+00:00;0.983;0.782;0.201
5657284;unknown;control;2019-12-23 10:30:00+00:00;0.225;0.007;0.218
5657284;unknown;control;2019-12-23 10:45:00+00:00;0.777;0.581;0.196
5657284;unknown;control;2019-12-23 11:00:00+00:00;0.404;0.212;0.192
5657284;unknown;control;2019-12-23 11:15:00+00:00;0.287;0.105;0.182
5657284;unknown;control;2019-12-23 11:30:00+00:00;1.297;0.685;0.612
5657284;unknown;control;2019-12-23 11:45:00+00:00;0.726;0.008;0.718
5657284;unknown;control;2019-12-23 12:00:00+00:00;1.463;0.764;0.699
5657284;unknown;control;2019-12-23 12:15:00+00:00;0.679;0.025;0.654
5657284;unknown;control;2019-12-23 12:30:00+00:00;1.002;0.338;0.664
5657284;unknown;control;2019-12-23 12:45:00+00:00;1.129;0.449;0.68
5657284;unknown;control;2019-12-23 13:00:00+00:00;0.657;0.008;0.649
5657284;unknown;control;2019-12-23 13:15:00+00:00;1.31;0.782;0.528
5657284;unknown;control;2019-12-23 13:30:00+00:00;0.218;0.008;0.21
5657284;unknown;control;2019-12-23 13:45:00+00:00;0.828;0.581;0.247
5657284;unknown;control;2019-12-23 14:00:00+00:00;0.334;0.196;0.138
5657284;unknown;control;2019-12-23 14:15:00+00:00;0.443;0.186;0.257
5657284;unknown;control;2019-12-23 14:30:00+00:00;1.095;0.585;0.51
5657284;unknown;control;2019-12-23 14:45:00+00:00;0.247;0.007;0.24
5657284;unknown;control;2019-12-23 15:00:00+00:00;1.039;0.77;0.269
5657284;unknown;control;2019-12-23 15:15:00+00:00;0.269;0.008;0.261
5657284;unknown;control;2019-12-23 15:30:00+00:00;0.98;0.574;0.406
5657284;unknown;control;2019-12-23 15:45:00+00:00;0.775;0.175;0.6
5657284;unknown;control;2019-12-23 16:00:00+00:00;0.54;0.18;0.36
5657284;unknown;control;2019-12-23 16:15:00+00:00;1.387;0.606;0.781
5657284;unknown;control;2019-12-23 16:30:00+00:00;0.41;0.007;0.403
5657284;unknown;control;2019-12-23 16:45:00+00:00;1.239;0.803;0.436
5657284;unknown;control;2019-12-23 17:00:00+00:00;0.505;0.015;0.49
5657284;unknown;control;2019-12-23 17:15:00+00:00;0.859;0.422;0.437
5657284;unknown;control;2019-12-23 17:30:00+00:00;0.713;0.365;0.348
5657284;unknown;control;2019-12-23 17:45:00+00:00;0.282;0.02;0.262
5657284;unknown;control;2019-12-23 18:00:00+00:00;1.172;0.801;0.371
5657284;unknown;control;2019-12-23 18:15:00+00:00;0.381;0.007;0.374
5657284;unknown;control;2019-12-23 18:30:00+00:00;0.949;0.66;0.289
5657284;unknown;control;2019-12-23 18:45:00+00:00;0.438;0.15;0.288
5657284;unknown;control;2019-12-23 19:00:00+00:00;0.462;0.185;0.277
5657284;unknown;control;2019-12-23 19:15:00+00:00;1.031;0.626;0.405
5657284;unknown;control;2019-12-23 19:30:00+00:00;0.327;0.008;0.319
5657284;unknown;control;2019-12-23 19:45:00+00:00;1.09;0.802;0.288
5657284;unknown;control;2019-12-23 20:00:00+00:00;0.79;0.014;0.776
5657284;unknown;control;2019-12-23 20:15:00+00:00;1.075;0.414;0.661
5657284;unknown;control;2019-12-23 20:30:00+00:00;0.74;0.38;0.36
5657284;unknown;control;2019-12-23 20:45:00+00:00;0.404;0.019;0.385
5657284;unknown;control;2019-12-23 21:00:00+00:00;0.937;0.518;0.419
5657284;unknown;control;2019-12-23 21:15:00+00:00;0.402;0.008;0.394
5657284;unknown;control;2019-12-23 21:30:00+00:00;0.892;0.585;0.307
5657284;unknown;control;2019-12-23 21:45:00+00:00;0.285;0.007;0.278
5657284;unknown;control;2019-12-23 22:00:00+00:00;0.849;0.581;0.268
5657284;unknown;control;2019-12-23 22:15:00+00:00;0.321;0.008;0.313
5657284;unknown;control;2019-12-23 22:30:00+00:00;0.723;0.492;0.231
5657284;unknown;control;2019-12-23 22:45:00+00:00;1.637;0.121;1.516
5657284;unknown;control;2019-12-23 23:00:00+00:00;1.809;0.255;1.554
5657284;unknown;control;2019-12-23 23:15:00+00:00;1.931;0.365;1.566
5657284;unknown;control;2019-12-23 23:30:00+00:00;1.616;0.02;1.596
5657284;unknown;control;2019-12-23 23:45:00+00:00;2.16;0.62;1.54
5657284;unknown;control;2019-12-24 00:00:00+00:00;1.558;0.008;1.55
5657284;unknown;control;2019-12-24 00:15:00+00:00;2.204;0.637;1.567
5657284;unknown;control;2019-12-24 00:30:00+00:00;1.612;0.008;1.604
5657284;unknown;control;2019-12-24 00:45:00+00:00;2.055;0.498;1.557
5657284;unknown;control;2019-12-24 01:00:00+00:00;1.697;0.136;1.561
5657284;unknown;control;2019-12-24 01:15:00+00:00;1.764;0.183;1.581
5657284;unknown;control;2019-12-24 01:30:00+00:00;2.419;0.803;1.616
5657284;unknown;control;2019-12-24 01:45:00+00:00;1.562;0.007;1.555
5657284;unknown;control;2019-12-24 02:00:00+00:00;2.3;0.741;1.559
5657284;unknown;control;2019-12-24 02:15:00+00:00;1.811;0.21;1.601
5657284;unknown;control;2019-12-24 02:30:00+00:00;1.696;0.104;1.592
5657284;unknown;control;2019-12-24 02:45:00+00:00;1.477;0.835;0.642
5657284;unknown;control;2019-12-24 03:00:00+00:00;0.184;0.008;0.176
5657284;unknown;control;2019-12-24 03:15:00+00:00;0.921;0.738;0.183
5657284;unknown;control;2019-12-24 03:30:00+00:00;0.472;0.183;0.289
5657284;unknown;control;2019-12-24 03:45:00+00:00;0.364;0.189;0.175
5657284;unknown;control;2019-12-24 04:00:00+00:00;0.895;0.725;0.17
5657284;unknown;control;2019-12-24 04:15:00+00:00;0.367;0.008;0.359
5657284;unknown;control;2019-12-24 04:30:00+00:00;2.349;0.827;1.522
5657284;unknown;control;2019-12-24 04:45:00+00:00;0.417;0.159;0.258
5657284;unknown;control;2019-12-24 05:00:00+00:00;0.903;0.186;0.717
5657284;unknown;control;2019-12-24 05:15:00+00:00;1.892;0.757;1.135
5657284;unknown;control;2019-12-24 05:30:00+00:00;0.696;0.008;0.688
5657284;unknown;control;2019-12-24 05:45:00+00:00;1.494;0.824;0.67
5657284;unknown;control;2019-12-24 06:00:00+00:00;0.722;0.076;0.646
5657284;unknown;control;2019-12-24 06:15:00+00:00;0.851;0.26;0.591
5657284;unknown;control;2019-12-24 06:30:00+00:00;1.138;0.622;0.516
5657284;unknown;control;2019-12-24 06:45:00+00:00;0.431;0.008;0.423
5657284;unknown;control;2019-12-24 07:00:00+00:00;1.299;0.838;0.461
5657284;unknown;control;2019-12-24 07:15:00+00:00;0.447;0.024;0.423
5657284;unknown;control;2019-12-24 07:30:00+00:00;1.221;0.42;0.801
5657284;unknown;control;2019-12-24 07:45:00+00:00;0.984;0.479;0.505
5657284;unknown;control;2019-12-24 08:00:00+00:00;0.573;0.008;0.565
5657284;unknown;control;2019-12-24 08:15:00+00:00;1.389;0.858;0.531
5657284;unknown;control;2019-12-24 08:30:00+00:00;0.479;0.008;0.471
5657284;unknown;control;2019-12-24 08:45:00+00:00;1.081;0.578;0.503
5657284;unknown;control;2019-12-24 09:00:00+00:00;0.864;0.291;0.573
5657284;unknown;control;2019-12-24 09:15:00+00:00;0.551;0.034;0.517
5657284;unknown;control;2019-12-24 09:30:00+00:00;1.323;0.836;0.487
5657284;unknown;control;2019-12-24 09:45:00+00:00;0.513;0.008;0.505
5657284;unknown;control;2019-12-24 10:00:00+00:00;1.209;0.663;0.546
5657284;unknown;control;2019-12-24 10:15:00+00:00;1.232;0.203;1.029
5657284;unknown;control;2019-12-24 10:30:00+00:00;1.764;0.184;1.58
5657284;unknown;control;2019-12-24 10:45:00+00:00;2.151;0.721;1.43
5657284;unknown;control;2019-12-24 11:00:00+00:00;1.205;0.008;1.197
5657284;unknown;control;2019-12-24 11:15:00+00:00;1.732;0.796;0.936
5657284;unknown;control;2019-12-24 11:30:00+00:00;0.771;0.033;0.738
5657284;unknown;control;2019-12-24 11:45:00+00:00;1.17;0.344;0.826
5657284;unknown;control;2019-12-24 12:00:00+00:00;1.361;0.496;0.865
5657284;unknown;control;2019-12-24 12:15:00+00:00;0.57;0.007;0.563
5657284;unknown;control;2019-12-24 12:30:00+00:00;1.669;0.818;0.851
5657284;unknown;control;2019-12-24 12:45:00+00:00;0.931;0.008;0.923
5657284;unknown;control;2019-12-24 13:00:00+00:00;1.247;0.58;0.667
5657284;unknown;control;2019-12-24 13:15:00+00:00;0.693;0.205;0.488
5657284;unknown;control;2019-12-24 13:30:00+00:00;1.131;0.105;1.026
5657284;unknown;control;2019-12-24 13:45:00+00:00;1.795;0.709;1.086
5657284;unknown;control;2019-12-24 14:00:00+00:00;1.14;0.008;1.132
5657284;unknown;control;2019-12-24 14:15:00+00:00;1.777;0.731;1.046
5657284;unknown;control;2019-12-24 14:30:00+00:00;0.404;0.019;0.385
5657284;unknown;control;2019-12-24 14:45:00+00:00;0.662;0.417;0.245
5657284;unknown;control;2019-12-24 15:00:00+00:00;1.172;0.34;0.832
5657284;unknown;control;2019-12-24 15:15:00+00:00;1.02;0.033;0.987
5657284;unknown;control;2019-12-24 15:30:00+00:00;1.551;0.71;0.841
5657284;unknown;control;2019-12-24 15:45:00+00:00;1.195;0.008;1.187
5657284;unknown;control;2019-12-24 16:00:00+00:00;1.856;0.731;1.125
5657284;unknown;control;2019-12-24 16:15:00+00:00;1.148;0.016;1.132
5657284;unknown;control;2019-12-24 16:30:00+00:00;1.342;0.422;0.92
5657284;unknown;control;2019-12-24 16:45:00+00:00;1.373;0.339;1.034
5657284;unknown;control;2019-12-24 17:00:00+00:00;0.724;0.035;0.689
5657284;unknown;control;2019-12-24 17:15:00+00:00;0.94;0.687;0.253
5657284;unknown;control;2019-12-24 17:30:00+00:00;0.241;0.008;0.233
5657284;unknown;control;2019-12-24 17:45:00+00:00;0.985;0.72;0.265
5657284;unknown;control;2019-12-24 18:00:00+00:00;0.348;0.015;0.333
5657284;unknown;control;2019-12-24 18:15:00+00:00;0.933;0.42;0.513
5657284;unknown;control;2019-12-24 18:30:00+00:00;0.629;0.301;0.328
5657284;unknown;control;2019-12-24 18:45:00+00:00;0.35;0.034;0.316
5657284;unknown;control;2019-12-24 19:00:00+00:00;1.024;0.684;0.34
5657284;unknown;control;2019-12-24 19:15:00+00:00;0.449;0.008;0.441
5657284;unknown;control;2019-12-24 19:30:00+00:00;1.015;0.715;0.3
5657284;unknown;control;2019-12-24 19:45:00+00:00;0.316;0.013;0.303
5657284;unknown;control;2019-12-24 20:00:00+00:00;0.747;0.415;0.332
5657284;unknown;control;2019-12-24 20:15:00+00:00;0.738;0.357;0.381
5657284;unknown;control;2019-12-24 20:30:00+00:00;0.329;0.035;0.294
5657284;unknown;control;2019-12-24 20:45:00+00:00;0.978;0.675;0.303
5657284;unknown;control;2019-12-24 21:00:00+00:00;0.311;0.008;0.303
5657284;unknown;control;2019-12-24 21:15:00+00:00;0.841;0.475;0.366
5657284;unknown;control;2019-12-24 21:30:00+00:00;0.265;0.008;0.257
5657284;unknown;control;2019-12-24 21:45:00+00:00;0.804;0.537;0.267
5657284;unknown;control;2019-12-24 22:00:00+00:00;0.295;0.012;0.283
5657284;unknown;control;2019-12-24 22:15:00+00:00;0.774;0.419;0.355
5657284;unknown;control;2019-12-24 22:30:00+00:00;0.438;0.159;0.279
5657284;unknown;control;2019-12-24 22:45:00+00:00;1.738;0.183;1.555
5657284;unknown;control;2019-12-24 23:00:00+00:00;1.991;0.358;1.633
5657284;unknown;control;2019-12-24 23:15:00+00:00;1.82;0.02;1.8
5657284;unknown;control;2019-12-24 23:30:00+00:00;2.195;0.524;1.671
5657284;unknown;control;2019-12-24 23:45:00+00:00;1.561;0.007;1.554
5657284;unknown;control;2019-12-25 00:00:00+00:00;2.104;0.56;1.544
5657284;unknown;control;2019-12-25 00:15:00+00:00;1.562;0.008;1.554
5657284;unknown;control;2019-12-25 00:30:00+00:00;2.199;0.545;1.654
5657284;unknown;control;2019-12-25 00:45:00+00:00;1.566;0.012;1.554
5657284;unknown;control;2019-12-25 01:00:00+00:00;1.938;0.417;1.521
5657284;unknown;control;2019-12-25 01:15:00+00:00;1.671;0.162;1.509
5657284;unknown;control;2019-12-25 01:30:00+00:00;1.793;0.186;1.607
5657284;unknown;control;2019-12-25 01:45:00+00:00;2.201;0.683;1.518
5657284;unknown;control;2019-12-25 02:00:00+00:00;1.541;0.008;1.533
5657284;unknown;control;2019-12-25 02:15:00+00:00;2.31;0.784;1.526
5657284;unknown;control;2019-12-25 02:30:00+00:00;1.68;0.032;1.648
5657284;unknown;control;2019-12-25 02:45:00+00:00;1.879;0.342;1.537
5657284;unknown;control;2019-12-25 03:00:00+00:00;1.976;0.462;1.514
5657284;unknown;control;2019-12-25 03:15:00+00:00;0.361;0.008;0.353
5657284;unknown;control;2019-12-25 03:30:00+00:00;1.011;0.746;0.265
5657284;unknown;control;2019-12-25 03:45:00+00:00;0.218;0.008;0.21
5657284;unknown;control;2019-12-25 04:00:00+00:00;0.893;0.656;0.237
5657284;unknown;control;2019-12-25 04:15:00+00:00;0.354;0.122;0.232
5657284;unknown;control;2019-12-25 04:30:00+00:00;0.397;0.183;0.214
5657284;unknown;control;2019-12-25 04:45:00+00:00;0.84;0.601;0.239
5657284;unknown;control;2019-12-25 05:00:00+00:00;0.256;0.008;0.248
5657284;unknown;control;2019-12-25 05:15:00+00:00;1.014;0.769;0.245
5657284;unknown;control;2019-12-25 05:30:00+00:00;0.252;0.008;0.244
5657284;unknown;control;2019-12-25 05:45:00+00:00;0.713;0.495;0.218
5657284;unknown;control;2019-12-25 06:00:00+00:00;0.465;0.248;0.217
5657284;unknown;control;2019-12-25 06:15:00+00:00;0.287;0.106;0.181
5657284;unknown;control;2019-12-25 06:30:00+00:00;0.849;0.67;0.179
5657284;unknown;control;2019-12-25 06:45:00+00:00;0.117;0.008;0.109
5657284;unknown;control;2019-12-25 07:00:00+00:00;0.838;0.734;0.104
5657284;unknown;control;2019-12-25 07:15:00+00:00;0.123;0.008;0.115
5657284;unknown;control;2019-12-25 07:30:00+00:00;0.628;0.494;0.134
5657284;unknown;control;2019-12-25 07:45:00+00:00;0.395;0.257;0.138
5657284;unknown;control;2019-12-25 08:00:00+00:00;0.241;0.107;0.134
5657284;unknown;control;2019-12-25 08:15:00+00:00;0.805;0.645;0.16
5657284;unknown;control;2019-12-25 08:30:00+00:00;0.31;0.008;0.302
5657284;unknown;control;2019-12-25 08:45:00+00:00;1.919;0.741;1.178
5657284;unknown;control;2019-12-25 09:00:00+00:00;1.054;0.008;1.046
5657284;unknown;control;2019-12-25 09:15:00+00:00;1.371;0.495;0.876
5657284;unknown;control;2019-12-25 09:30:00+00:00;1.196;0.224;0.972
5657284;unknown;control;2019-12-25 09:45:00+00:00;0.324;0.109;0.215
5657284;unknown;control;2019-12-25 10:00:00+00:00;0.754;0.606;0.148
5657284;unknown;control;2019-12-25 10:15:00+00:00;0.146;0.008;0.138
5657284;unknown;control;2019-12-25 10:30:00+00:00;0.84;0.689;0.151
5657284;unknown;control;2019-12-25 10:45:00+00:00;0.22;0.008;0.212
5657284;unknown;control;2019-12-25 11:00:00+00:00;0.943;0.582;0.361
5657284;unknown;control;2019-12-25 11:15:00+00:00;0.488;0.131;0.357
5657284;unknown;control;2019-12-25 11:30:00+00:00;0.337;0.186;0.151
5657284;unknown;control;2019-12-25 11:45:00+00:00;0.68;0.536;0.144
5657284;unknown;control;2019-12-25 12:00:00+00:00;0.158;0.008;0.15
5657284;unknown;control;2019-12-25 12:15:00+00:00;1.32;0.735;0.585
5657284;unknown;control;2019-12-25 12:30:00+00:00;0.205;0.008;0.197
5657284;unknown;control;2019-12-25 12:45:00+00:00;1.089;0.581;0.508
5657284;unknown;control;2019-12-25 13:00:00+00:00;0.461;0.156;0.305
5657284;unknown;control;2019-12-25 13:15:00+00:00;0.358;0.187;0.171
5657284;unknown;control;2019-12-25 13:30:00+00:00;0.707;0.539;0.168
5657284;unknown;control;2019-12-25 13:45:00+00:00;0.181;0.008;0.173
5657284;unknown;control;2019-12-25 14:00:00+00:00;1.363;0.708;0.655
5657284;unknown;control;2019-12-25 14:15:00+00:00;0.155;0.008;0.147
5657284;unknown;control;2019-12-25 14:30:00+00:00;0.859;0.577;0.282
5657284;unknown;control;2019-12-25 14:45:00+00:00;0.699;0.13;0.569
5657284;unknown;control;2019-12-25 15:00:00+00:00;0.357;0.18;0.177
5657284;unknown;control;2019-12-25 15:15:00+00:00;0.714;0.561;0.153
5657284;unknown;control;2019-12-25 15:30:00+00:00;0.145;0.008;0.137
5657284;unknown;control;2019-12-25 15:45:00+00:00;0.905;0.727;0.178
5657284;unknown;control;2019-12-25 16:00:00+00:00;0.191;0.007;0.184
