timestamp,value
0,0.5488135039273248
1,0.7151893663724195
2,0.6027633760716439
3,0.5448831829968969
4,0.4236547993389047
5,0.6458941130666561
6,0.4375872112626925
7,0.8917730007820798
8,0.9636627605010293
9,0.3834415188257777
10,0.7917250380826646
11,0.5288949197529045
12,0.5680445610939323
13,0.925596638292661
14,0.07103605819788694
15,0.08712929970154071
16,0.02021839744032572
17,0.832619845547938
18,0.7781567509498505
19,0.8700121482468192
20,0.978618342232764
21,0.7991585642167236
22,0.46147936225293185
23,0.7805291762864555
24,0.11827442586893322
25,0.6399210213275238
26,0.1433532874090464
27,0.9446689170495839
28,0.5218483217500717
29,0.4146619399905236
30,0.26455561210462697
31,0.7742336894342167
32,0.45615033221654855
33,0.5684339488686485
34,0.018789800436355142
35,0.6176354970758771
36,0.6120957227224214
37,0.6169339968747569
38,0.9437480785146242
39,0.6818202991034834
40,0.359507900573786
41,0.43703195379934145
42,0.6976311959272649
43,0.06022547162926983
44,0.6667667154456677
45,0.6706378696181594
46,0.2103825610738409
47,0.1289262976548533
48,0.31542835092418386
49,0.3637107709426226
50,0.5701967704178796
51,0.43860151346232035
52,0.9883738380592262
53,0.10204481074802807
54,0.2088767560948347
55,0.16130951788499626
56,0.6531083254653984
57,0.2532916025397821
58,0.4663107728563063
59,0.24442559200160274
60,0.15896958364551972
61,0.11037514116430513
62,0.6563295894652734
63,0.1381829513486138
64,0.1965823616800535
65,0.3687251706609641
66,0.8209932298479351
67,0.09710127579306127
68,0.8379449074988039
69,0.09609840789396307
70,0.9764594650133958
71,0.4686512016477016
72,0.9767610881903371
73,0.604845519745046
74,0.7392635793983017
75,0.039187792254320675
76,0.2828069625764096
77,0.1201965612131689
78,0.29614019752214493
79,0.11872771895424405
80,0.317983179393976
81,0.41426299451466997
82,0.06414749634878436
83,0.6924721193700198
84,0.5666014542065752
85,0.2653894909394454
86,0.5232480534666997
87,0.09394051075844168
88,0.5759464955561793
89,0.9292961975762141
90,0.31856895245132366
